time,Im,Wm,ARR1,ARR2,a1_upper,a1_lower,a2_upper,a2_lower,activation_arr1,activation_arr2,Fault_type
1243.5,30.5170458737607,413.296181040138,-11.0375157254192,-0.036600209422819,3.65241497880753,-3.65241497880753,0.208336056485822,-0.208336056485822,1,0,"I & W"
1243.6,30.6459754537172,415.04229051743,-11.0163588128137,0.00936794057173058,3.65141184209039,-3.65141184209039,0.208111606933964,-0.208111606933964,1,0,"I & W"
1243.7,31.1028437648311,421.229715375089,-11.0209124480597,0.000580623320484615,3.65161788370826,-3.65161788370826,0.208160953255648,-0.208160953255648,1,0,"I & W"
1243.8,31.7148157254154,429.517728417354,-11.0467282535857,-0.0303965049017182,3.65261784487194,-3.65261784487194,0.208323796737932,-0.208323796737932,1,0,"I & W"
1243.9,29.1741950225277,395.10978348328,-11.09306950253,-0.0716922910829063,3.65428515104145,-3.65428515104145,0.208541920542173,-0.208541920542173,1,0,"I & W"
1244,31.901994064601,432.052708148972,-10.9840995198329,0.101157411018116,3.64968869295934,-3.64968869295934,0.207676414408827,-0.207676414408827,1,0,"I & W"
1244.1,30.318862905262,410.612164233054,-11.094161959252,-0.084542149504314,3.654430442041,-3.654430442041,0.208615648752476,-0.208615648752476,1,0,"I & W"
1244.2,30.3412036979936,410.91472839197,-11.0422722628844,0.0234352875554224,3.65201264176201,-3.65201264176201,0.208080759888059,-0.208080759888059,1,0,"I & W"
1244.3,30.783128810079,416.899775630362,-11.0355509915517,0.0217867349293254,3.65183897965485,-3.65183897965485,0.208092560824506,-0.208092560824506,1,0,"I & W"
1244.4,30.9117706346281,418.641988000069,-11.0522876227472,-0.0083158882895989,3.65257667330646,-3.65257667330646,0.208249000989365,-0.208249000989365,1,0,"I & W"
1244.5,30.4535000070728,412.435571394904,-11.063735939122,-0.0169672920482521,3.65297474102717,-3.65297474102717,0.20829929744868,-0.20829929744868,1,0,"I & W"
1244.6,29.7449151117618,402.83911725625,-11.046647070401,0.0142547270925004,3.65221719985713,-3.65221719985713,0.208147913250619,-0.208147913250619,1,0,"I & W"
